title,description,price,product
"Fruktsmoothie Den Lilla 6 mnd 90g, Ella's","Leverandør:
								Jensen & Co AS
								Adr.: jensenco.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								53% økologisk banan,29% økologik eple, 12% økologisk solbær,6% økologisk blåbær,smakstilsetting av  økologisk konsentrert sitron juice
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										275 kj / 65 kcal
										305 kj / 72 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,4 g
										0,5 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0,2 g
										0,2 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										14 g
										16 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										14 g
										15 g
										
									
								
								
									
										
											
													Protein
												
										
										0,6 g
										0,7 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",15.9,45855
"Fruktsmoothie Den Hvite 6 mnd 90g, Ella's","Leverandør:
								Jensen & Co AS
								Adr.: jensenco.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								32%økologiske bananer,30%øko epler,23%øko ananas,15% øko kokosmelk,noen dråper øko sitronjuice konsentrat.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										364 kj / 86 kcal
										404 kj / 96 kcal
										
									
								
								
									
										
											
													Fett
												
										
										2,7 g
										3 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										2,2 g
										2,4 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										14 g
										16 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										11 g
										12 g
										
									
								
								
									
										
											
													Protein
												
										
										0,8 g
										0,9 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",16.9,45855
"Jordbærgele 125g, Freia","Leverandør:
								Mondelez Norge AS
								Adr.: freia.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Sukker, gelatin, surhetsregulerende middel (sitronsyre), fargestoff (antocyaner), aromaer.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										2088 kj / 494 kcal
										1670 kj / 395 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										112 g
										90 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										111 g
										89 g
										
									
								
								
									
										
											
													Protein
												
										
										9 g
										7,2 g
										
									
								
								
									
										
											
													Salt
												
										
										0,3 g
										0,2 g",14.6,44526
"Oyster Spring Onion Woksaus 120g, Blue Dragon","Allergener:
								Bløtdyr
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Nøtter, Peanøtter
	                        
	                    
	                
				
					
						
							
								Leverandør:
								Haugen-Gruppen A/S
								Adr.: haugen-gruppen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Vann, sukker, eddik, modifisert maisstivelse, vårløk (1,9%), hvitløkspuré (1%), ingefærpuré (1%), østersekstraktpulver (0,5%) [østersekstrakt (bløtdyr), tapiokastivelse, salt], rød chilipasta [rød chilipepper, salt, surhetsregulerende middel (eddiksyre)], løkpulver, gjærekstraktspulver [salt, gjærekstrakt, krydderekstrakt],surhetsregulerende middel (sitronsyre), fargestoff (karamel), naturlig aroma, hydrolysert vegetabilsk protein, salt.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										607 kj / 145 kcal
										506 kj / 121 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,1 g
										0,1 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										34 g
										29 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										29 g
										25 g
										
									
								
								
									
										
											
													Protein
												
										
										1,8 g
										1,5 g
										
									
								
								
									
										
											
													Salt
												
										
										2 g
										1,7 g",16.2,44073
"Sjysaus Original 15g, Toro","Allergener:
								Glutenholdig Korn
							
						
					
				
	                
						
							
								Opprinnelseland:
								Norway (578)
							
						
					
                
					
						
							
								Leverandør:
								Orkla Foods Norge
								Adr.: orkla.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Maisstivelse, salt, modifisert potetstivelse, kjøttekstrakt, hvetemel, storfekjøtt, solsikkeolje, sukker, gjærekstrakt, fargestoff (ammonisert karamell), aroma, krydder.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										11 kj / 2,5 kcal
										71 kj / 17 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,1 g
										0,4 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0,1 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										0,4 g
										2,5 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										0,1 g
										0,3 g
										
									
								
								
									
										
											
													Protein
												
										
										0,1 g
										0,7 g
										
									
								
								
									
										
											
													Salt
												
										
										0,1 g
										0,9 g",8.1,43652
"Kjøttdeigsaus 58g, Toro","Opprinnelseland:
								Norway (578)
							
						
					
                
					
						
							
								Leverandør:
								Orkla Foods Norge
								Adr.: orkla.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Tomat 42 %, stivelse, sukker, salt, ananaskonsentrat, løk, rapsolje, syre (sitronsyre), krydder.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										110 kj / 26 kcal
										190 kj / 45 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,2 g
										0,4 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										5,2 g
										8,9 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										3,5 g
										6,1 g
										
									
								
								
									
										
											
													Protein
												
										
										0,5 g
										0,9 g
										
									
								
								
									
										
											
													Salt
												
										
										0,5 g
										0,9 g",12.7,43668
"Hot Chili Sauce 220 ml, Heinz","Leverandør:
								Haugen-Gruppen AS
								Adr.: haugen-gruppen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Tomatpuré 48%, eddik, sukker, rød paprika, løk, salt, modifisert stivelse, hvitløk, chillipepper 0,5%, krydder, gressløk, jalapenopepper 0,1%, aroma.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										1010 kj / 238 kcal
										459 kj / 108 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,2 g
										0,1 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										55 g
										25 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										50 g
										23 g
										
									
								
								
									
										
											
													Protein
												
										
										2,6 g
										1,2 g
										
									
								
								
									
										
											
													Salt
												
										
										5,1 g
										2,3 g",35.9,44088
"Frisk Eucalyptus Power Mint 5,7g","Leverandør:
								Conaxess Trade Norway
								Adr.: conaxesstrade.com
							
						
					
                
					
						
							
								Varedeklarasjon:
								Söningsmedel/sødestoffer,  (sorbitol, aspartam, acesulfam K), aromämnen/aromaer, klumpförebyggande medel/antiklumpningsmidler (magnesium, stearate, kiseldioxid/ siliciumdioxid, syra (sitronsyre). Innehåller en fenylalaninkälla/ Indeholder en phenylalaninkilde
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										54 kj / 13 kcal
										945 kj / 227 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										5,4 g
										95 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										5,4 g
										95 g
										
									
								
								
									
										
											
													Protein
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",17.9,44550
Mynthon Original Tyggepastill 30g,"Varedeklarasjon:
								Sukker, glukosesirup, herdet vegetabilisk olje, stabilisator (sorbitol), aromaer (menthol), gelatin, vegetabilisk ollje, fargestoff (E171), overflatebehandlingsmiddel (karnabavoks)
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										429 kj / 100 kcal
										1650 kj / 385 kcal
										
									
								
								
									
										
											
													Fett
												
										
										1,2 g
										4,5 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										1 g
										4 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										23 g
										90 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										18 g
										68 g
										
									
								
								
									
										
											
													Protein
												
										
										0,1 g
										0,3 g
										
									
								
								
									
										
											
													Salt
												
										
										0,1 g
										0,2 g",12.3,44551
"Bamsemums Stor 250g, Nidar","Allergener:
								Melk, Soya
							
						
					
				
					
						
							
								Leverandør:
								Orkla Confectionery & Snacks Norge
								Adr.: orkla.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Sukker, vann, glykosesirup, fuktighetsbevarer (sorbitol), tørrmelk, kakaosmør, kakaomasse, invertsukker, geleringsmiddel (gelatin), emulgator (soyalecitin), salt og aromaer.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										4058 kj / 975 kcal
										1623 kj / 390 kcal
										
									
								
								
									
										
											
													Fett
												
										
										28 g
										11 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										17 g
										6,6 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										178 g
										71 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										140 g
										56 g
										
									
								
								
									
										
											
													Protein
												
										
										13 g
										5 g
										
									
								
								
									
										
											
													Salt
												
										
										0,1 g
										0 g",53.9,44859
"Marshmallows 250g, Sweetfire","Sweetfire marshmallows 250g
							
						
					
				
	                
						
							
								Opprinnelseland:
								Netherlands
							
						
					
                
					
						
							
								Varedeklarasjon:
								glukosesirup, sukker, dekstrose, vann, stabilisator (sorbitol), gelatin, aroma: vanilje
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										3595 kj / 848 kcal
										1438 kj / 339 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0,5 g
										0,2 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0,5 g
										0,2 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										200 g
										80 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										170 g
										68 g
										
									
								
								
									
										
											
													Protein
												
										
										8,8 g
										3,5 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",33.8,44498
"Fox Sitronkaramell 2 stk, Malaco","Varedeklarasjon:
								socker/sukker, glukossirap, fullhärdat/fuldhærdet/fullherdet kokosfett, fuktighetsbevarande medel (sorbitol), syra (citronsyra), gelatin, arom, färgämne/farvestof (lutein).
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										248 kj / 59 kcal
										1711 kj / 405 kcal
										
									
								
								
									
										
											
													Fett
												
										
										1,1 g
										7,5 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										1,1 g
										7,5 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										12 g
										84 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										9,4 g
										65 g
										
									
								
								
									
										
											
													Protein
												
										
										0,1 g
										0,6 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",3.7,45925
"Vanilje & Cookies Iskrem 0,5 liter, Kulinaris","Allergener:
								Egg, Glutenholdig Korn, Melk, Nøtter, Soya
							
						
					
				
					
						
							
								Leverandør:
								Isdalen AS
								Adr.: isdalen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Helmelk, fløte, sukker, 5% sjokolade-saus (sukker, solsikkeolje, kakao, hasselnøtt, skummetmelkpulver, mysepulver (melk), emulgator (soyalecitin), aroma), 4% knuste kakaokjeks (hvetemel, sukker, vegetabilsk fett (palme), eggeplommepulver, glukosesirup, kakao, hevemiddel (natriumkarbonat), melkepulver, aroma), skummetmelkpulver, glukosesirup, sukret kondensert melk, eggeplomme, dekstrose, aroma, stivelse, salt, farge (paprikaekstrakt), naturlig aroma, emulgator (mono- og diglyserider av vegetabilske fettsyrer), stabilisator (natriumalginat).
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										4520 kj / 1080 kcal
										904 kj / 216 kcal
										
									
								
								
									
										
											
													Fett
												
										
										50 g
										10 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										25 g
										5 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										135 g
										27 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										115 g
										23 g
										
									
								
								
									
										
											
													Protein
												
										
										20 g
										4 g
										
									
								
								
									
										
											
													Salt
												
										
										1 g
										0,2 g",61.1,43109
"Vanilje Iskrem 0,5 liter, Kulinaris","Allergener:
								Melk
							
						
					
				
					
						
							
								Leverandør:
								Isdalen AS
								Adr.: isdalen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Helmelk, fløte, sukker, skummetmelkpulver, dekstrose, glukosesirup, sukret kondensert melk, naturlig aroma, vaniljefrø, Bourbon-Madagaskar vaniljeekstrakt, salt, fargestoff (paprikaekstrakt), emulgator (mono- og diglyserider av vegetabilske fettsyrer), stabilisator (natriumalginat, agar, pektin, difosfat).
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										3975 kj / 950 kcal
										795 kj / 190 kcal
										
									
								
								
									
										
											
													Fett
												
										
										45 g
										9 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										30 g
										6 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										120 g
										24 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										105 g
										21 g
										
									
								
								
									
										
											
													Protein
												
										
										20 g
										4 g
										
									
								
								
									
										
											
													Salt
												
										
										0,1 g
										0 g",61.1,43109
"Vanilje 2,0 liter, Diplom-Is","Allergener:
								Melk
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Nøtter
	                        
	                    
	                
				
					
						
							
								Leverandør:
								Diplom-Is AS
								Adr.: diplom-is.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Skummetmelk, kremfløte 23%, sukker, glukosesirup, mysepulver, druesukker, skummetmelkpulver, aroma (vanillin), vegetabilsk emulgator (mono- og diglyserider av fettsyrer), stabilisator (guarkjernemel, natriumkarboksymetylcellulose, karragenan), fargestoff (betakaroten).
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										16020 kj / 3820 kcal
										801 kj / 191 kcal
										
									
								
								
									
										
											
													Fett
												
										
										188 g
										9,4 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										122 g
										6,1 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										460 g
										23 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										420 g
										21 g
										
									
								
								
									
										
											
													Protein
												
										
										66 g
										3,3 g
										
									
								
								
									
										
											
													Salt
												
										
										3 g
										0,2 g",40.1,43109
"Minde Banan 200g, Brynild","Allergener:
								Melk, Soya
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Glutenholdig Korn, Nøtter, Peanøtter
	                        
	                    
	                
				
	                
						
							
								Opprinnelseland:
								Norway (578)
							
						
					
                
					
						
							
								Leverandør:
								Brynild Gruppen AS
								Adr.: brynildgruppen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Sukker, glykosesirup, herdet palmefett*, vann, skummetmelkpulver, stabilisator (E420), kakaopulver, gelatin, emulgator (E322 (soya)), aroma, melkeprotein, salt, fargestoff (E101).  *Fra en bærekraftig kilde.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										3294 kj / 782 kcal
										1647 kj / 391 kcal
										
									
								
								
									
										
											
													Fett
												
										
										22 g
										11 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										22 g
										11 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										140 g
										70 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										112 g
										56 g
										
									
								
								
									
										
											
													Protein
												
										
										8 g
										4 g
										
									
								
								
									
										
											
													Salt
												
										
										0,2 g
										0,1 g",41.9,45947
"Minde Risbrød 290g, Brynild","Allergener:
								Melk, Soya
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Glutenholdig Korn, Nøtter, Peanøtter
	                        
	                    
	                
				
	                
						
							
								Opprinnelseland:
								Norway (578)
							
						
					
                
					
						
							
								Leverandør:
								Brynild Gruppen AS
								Adr.: brynildgruppen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Sukker, melkepulver, kakaosmør, kakaomasse, puffet ris, emulgator (E322 (soya)), salt, aroma.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										6557 kj / 1572 kcal
										2261 kj / 542 kcal
										
									
								
								
									
										
											
													Fett
												
										
										93 g
										32 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										58 g
										20 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										157 g
										54 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										148 g
										51 g
										
									
								
								
									
										
											
													Protein
												
										
										23 g
										8 g
										
									
								
								
									
										
											
													Salt
												
										
										0,1 g
										0 g",53.9,45947
"Flerkornsgrøt med Bær 12 mnd 270g, HiPP","Allergener:
								Glutenholdig Korn, Melk
							
						
					
				
					
						
							
								Leverandør:
								Arvid Nordquist Norge AS
								Adr.: arvidnordquist.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Fullkorn 47% (fullkornsmel av havre, fullkornsmel av bygg, fullkornshavreflak, fullkornsmel av spelt, fullkornsmel av rug), tillskuddsblanding basert på melk 47% [ mysepulver, skummetmelkpulver, vegetabilske oljer (palmeolje, rapsolje, solsikkeolje), maismel 5%, mineraler (jernsulfat, sinksulfat, kaliumjodat, natriumselenat), vitaminer (vitamin C, niacin, vitamin E, pantotensyre, vitamin B1, vitamin B6, vitamin A, folsyre, vitamin K, vitamin D)], mysepulver, skummetmelkpulver, fryse-tørkede bær 1,5% (jordbær, bringebær), kalsiumkarbonat, vitamin D.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										4898 kj / 1164 kcal
										1814 kj / 431 kcal
										
									
								
								
									
										
											
													Fett
												
										
										37 g
										14 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										11 g
										4,1 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										164 g
										61 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										74 g
										27 g
										
									
								
								
									
										
											
													Protein
												
										
										39 g
										15 g
										
									
								
								
									
										
											
													Salt
												
										
										1,2 g
										0,4 g",49.5,44565
Flerkornsgrøt Eple og Pære 12mnd,"Allergener:
								Glutenholdig Korn, Melk
							
						
					
				
					
						
							
								Leverandør:
								Bonaventura Sales AS
								Adr.: bonaventurasales.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								SkummetMELK, sammalt HVETE, mysepulver (fra MELK), HAVREmel, FLØTE 8,5%, HVETEmel, pærejuicekonsentrat 6,5%, rapsolje 6,5%, solsikkeolje 6,5%, rugmel, siktet HAVREmel, eplejuicekonsentrat 2%, mineraler (kalsium, jern, sink, jod), vitaminer (A, D, E, C, tiamin, niacin B6, folsyre, B12, pantotensyre), tørrgjær.
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										4773 kj / 1138 kcal
										1909 kj / 455 kcal
										
									
								
								
									
										
											
													Fett
												
										
										45 g
										18 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										9,3 g
										3,7 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										143 g
										57 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										60 g
										24 g
										
									
								
								
									
										
											
													Protein
												
										
										35 g
										14 g
										
									
								
								
									
										
											
													Salt
												
										
										1,1 g
										0,4 g",39.9,44565
Ammeinnlegg Hvite,"Leverandør:
								Johnson & Johnson Consumer Nordic
								Adr.: listerine.no",39.4,44785
"Olden Eple med Kullsyre 1,5 liter","Leverandør:
								Hansa Borg Bryggerier AS
								Adr.: hansa.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Naturlig mineralvann, tilsatt kullsyre, fruktose, surhetsregulerende middel (sitronsyre), naturlig aroma av eple, konserveringsmidler(kaliumsorbat, nartiumbenszoat).
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										561 kj / 132 kcal
										37 kj / 8,8 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										33 g
										2,2 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										33 g
										2,2 g
										
									
								
								
									
										
											
													Protein
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",27.7,45572
"Estrella Damm Alkoholfri 0,33 liter","Alkoholinnhold: dette produktet inneholder ikke alkohol
							
						
					
				
					
						
							
								Allergener:
								Glutenholdig Korn
							
						
					
				
	                
						
							
								Opprinnelseland:
								Spain
							
						
					
                
					
						
							
								Leverandør:
								Haugen-Gruppen AS
								Adr.: haugen-gruppen.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Vann, Kornmalt, Ris, Mais, Humle
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										165 kj / 40 kcal
										50 kj / 12 kcal
										
									
								
								
									
										
											
													Fett
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										0 g
										0 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										8,9 g
										2,7 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										8,9 g
										2,7 g
										
									
								
								
									
										
											
													Protein
												
										
										1 g
										0,3 g
										
									
								
								
									
										
											
													Salt
												
										
										0 g
										0 g",19.8,44120
Sirius Karamell 125g,"Allergener:
								Glutenholdig Korn, Melk, Soya
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Nøtter
	                        
	                    
	                
				
	                
						
							
								Opprinnelseland:
								Iceland
							
						
					
                
					
						
							
								Leverandør:
								Lime Nordic AS
								Adr.: limenordic.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Melkesjokolade (sukker, kakaosmør, helmelkpulver, skummetmelkpulver, kakao likør, emulgator (soyalecitin) bourbon vanilje, aroma (karamell), kakaopulver kakaotørrstoff minst 33%), fylt lakris (sukker, hvetemel, melasse, glukosesirup, invertsukker, fullt hydrogenert kokosfett, lakrisekstrakt, ammoniumklorid (510), fuktighetsbevarende middel (glyserin), potetstivelse, gelatin, maltekstrakt, aroma, bordsalt, emulgator (soyalecitin), fargestoff (E153), stabilisator (E 471)), overflatebehandlings middel (kokos og rapsolje, E 414, E 471, sukker, glukosesirup)
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										2448 kj / 585 kcal
										1958 kj / 468 kcal
										
									
								
								
									
										
											
													Fett
												
										
										28 g
										22 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										18 g
										14 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										75 g
										60 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										65 g
										52 g
										
									
								
								
									
										
											
													Protein
												
										
										8 g
										6,4 g
										
									
								
								
									
										
											
													Salt
												
										
										0,4 g
										0,4 g",49.0,45979
Smash! APP APP APP!,"Allergener:
								Melk, Soya
							
						
					
				
	                
	                    
	                        
	                            Kan inneholde spor av:
	                            Glutenholdig Korn, Nøtter
	                        
	                    
	                
				
					
						
							
								Leverandør:
								Orkla Confectionery & Snacks Norge
								Adr.: orkla.no
							
						
					
                
					
						
							
								Varedeklarasjon:
								Sukker, tørrmelk, kakaosmør, maismel, kakaomasse, solsikkeolje, kokosolje, sheaolje, tapiokastivelse, emulgator (soyalecitin), hevemiddel (natriumbikarbonat), salt og aromaer
							
						
					
                
					
						
							Næringsinnhold:
							
								
									 
									pr pakke
									pr 100 g/ml
									
								
								
								
									
										
											
													Energi
												
										
										751 kj / 180 kcal
										2210 kj / 530 kcal
										
									
								
								
									
										
											
													Fett
												
										
										10 g
										30 g
										
									
								
								
									
										
											
													- hvorav mettede fettsyrer
												
										
										4,8 g
										14 g
										
									
								
								
									
										
											
													Karbohydrater
												
										
										19 g
										56 g
										
									
								
								
									
										
											
													- hvorav sukkerarter
												
										
										12 g
										36 g
										
									
								
								
									
										
											
													Protein
												
										
										2,7 g
										8 g
										
									
								
								
									
										
											
													Salt
												
										
										0,4 g
										1,1 g",14.9,44862
"Granateple Cider 0,5 liter, Halmstad",Alkoholinnhold: 4.50%,38.6,45342
